id,question,expected_document_ids,expected_pages,returned,retrieval_strategy
ITB-RAG-0018,ما الخدمات والحلول المذكورة في صفحة الشهادات؟,"[""84d2d0b1-c42a-4163-89c9-01d0b5092831""]",[10],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 14, ""final_score"": 0.0005, ""passage_id"": ""62311ad1-e5f5-4fd5-96ef-9ab537c9f751""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0004, ""passage_id"": ""a38399ca-cfa6-425e-9c6b-cc17cd6c8290""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0003, ""passage_id"": ""7c0abba5-b167-4ee0-b880-b17cef898782""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0003, ""passage_id"": ""b7a1045a-1fc2-4e95-8fb4-286cca6a56ff""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0002, ""passage_id"": ""867fa44f-ccc7-4c18-af5e-9039b8b9b22f""}]",hybrid_rrf+reranker
ITB-RAG-0019,اذكر مشروعاً يتضمن SEIM أو SIEM في ملف المشاريع,"[""fd9de67d-7e3a-4258-a8a6-d957782b7cda""]",[14],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 26, ""final_score"": 0.002, ""passage_id"": ""561f72aa-4d79-4f83-81fd-f23b8e4f544e""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 21, ""final_score"": 0.0012, ""passage_id"": ""b20dea1b-ffb8-499b-821a-4f67c2cf547d""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 8, ""final_score"": 0.0008, ""passage_id"": ""306b5259-4c25-4347-9a28-998aa85844a5""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 9, ""final_score"": 0.0006, ""passage_id"": ""7ad35ec2-500b-4923-86f9-dab7b5defe19""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 22, ""final_score"": 0.0004, ""passage_id"": ""8c2117ef-df8d-4762-9e30-20d3e1d0c464""}]",hybrid_rrf+reranker
ITB-RAG-0020,ما المذكور عن الحوسبة السحابية في الملف التعريفي؟,"[""84d2d0b1-c42a-4163-89c9-01d0b5092831""]",[15],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 1, ""final_score"": 0.0011, ""passage_id"": ""65d2a1bf-f62c-44b7-9704-1f3dd6e7038f""}, {""document_id"": ""5c31ba30-b254-4f5f-89ef-f1a6ab18c5bc"", ""page_from"": 2, ""final_score"": 0.0002, ""passage_id"": ""c613e315-b11e-470e-bd39-eded9ca6034b""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 18, ""final_score"": 0.0002, ""passage_id"": ""21a85d64-9aa6-4e26-a52e-ab3bddf726c1""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0001, ""passage_id"": ""516e7ecf-1b71-4457-a298-82047a935488""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0, ""passage_id"": ""867fa44f-ccc7-4c18-af5e-9039b8b9b22f""}]",hybrid_rrf+reranker
ITB-RAG-0021,ما رابط موقع الشركة في ملف الموقع المعرفي؟,"[""5c31ba30-b254-4f5f-89ef-f1a6ab18c5bc""]",[1],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 13, ""final_score"": 0.0004, ""passage_id"": ""2306239f-77b7-4cc8-bc7a-e972c5b4277e""}, {""document_id"": ""5c31ba30-b254-4f5f-89ef-f1a6ab18c5bc"", ""page_from"": 2, ""final_score"": 0.0002, ""passage_id"": ""c613e315-b11e-470e-bd39-eded9ca6034b""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0001, ""passage_id"": ""b7a1045a-1fc2-4e95-8fb4-286cca6a56ff""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 13, ""final_score"": 0.0001, ""passage_id"": ""6eefdae3-25d1-4e59-ab79-e987e63918bb""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 11, ""final_score"": 0.0001, ""passage_id"": ""32985f90-0e01-4a7c-bd80-99b34db8a793""}]",hybrid_rrf+reranker
ITB-RAG-0022,ما المشاريع المرتبطة بالكهرباء في ملف المشاريع؟,"[""fd9de67d-7e3a-4258-a8a6-d957782b7cda""]",[11],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 16, ""final_score"": 0.0508, ""passage_id"": ""e7932d9c-7ec5-4f37-85b6-94b056054764""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 3, ""final_score"": 0.0208, ""passage_id"": ""3988a002-caa7-474c-9ec8-8cab356f8fde""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 3, ""final_score"": 0.0054, ""passage_id"": ""5f751e92-a049-4bdf-b487-4b67f39fc079""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 1, ""final_score"": 0.0005, ""passage_id"": ""ade5a423-d4aa-479c-878c-b01da97b0bb3""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 21, ""final_score"": 0.0003, ""passage_id"": ""b20dea1b-ffb8-499b-821a-4f67c2cf547d""}]",hybrid_rrf+reranker
ITB-RAG-0023,ما المذكور عن Capital Market Authority في الملف الإنجليزي؟,"[""1a4f204d-d9f3-4c02-91ea-44b9f6afc40d""]",[8],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 14, ""final_score"": 0.0001, ""passage_id"": ""9e09a4ad-0765-43a7-94ef-3c35c80a723c""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 24, ""final_score"": 0.0, ""passage_id"": ""8d1a52d6-5644-424a-8631-0b5abe366b0f""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 25, ""final_score"": 0.0, ""passage_id"": ""3461855d-6340-4d31-b488-b93352f6e53d""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 13, ""final_score"": 0.0, ""passage_id"": ""505a398d-9b72-47d5-a4ae-dc918b06af43""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 24, ""final_score"": 0.0, ""passage_id"": ""23724cee-545a-44ff-9abd-c81ff11c3622""}]",hybrid_rrf+reranker
ITB-RAG-0024,ما تفاصيل مشروع وزارة الصحة في ملف المشاريع إن وُجد؟,"[""fd9de67d-7e3a-4258-a8a6-d957782b7cda""]",[11],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 3, ""final_score"": 0.0004, ""passage_id"": ""d9282cfd-4672-4c1d-83fd-6420ec609933""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 3, ""final_score"": 0.0003, ""passage_id"": ""0af3982c-126d-4ce5-8720-58c4377c5686""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 3, ""final_score"": 0.0002, ""passage_id"": ""6b3bcc17-b9f1-4c9a-87fd-4cc8578e5924""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 9, ""final_score"": 0.0002, ""passage_id"": ""4385cf93-2cfe-4f81-98b8-566b8f7e8765""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 2, ""final_score"": 0.0001, ""passage_id"": ""b2d52912-c49c-4558-bb67-388697f49191""}]",hybrid_rrf+reranker
ITB-RAG-0025,شو مكتوب عن الدفاع والامن بالملف التعريفي؟,"[""84d2d0b1-c42a-4163-89c9-01d0b5092831""]",[8],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 6, ""final_score"": 0.0001, ""passage_id"": ""d2cc3833-4559-46ed-8051-32f9cb51ee6d""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 24, ""final_score"": 0.0001, ""passage_id"": ""8d1a52d6-5644-424a-8631-0b5abe366b0f""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 21, ""final_score"": 0.0001, ""passage_id"": ""fe239ea0-8c9f-4310-8610-e0f840d9d5c4""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 14, ""final_score"": 0.0, ""passage_id"": ""62311ad1-e5f5-4fd5-96ef-9ab537c9f751""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 14, ""final_score"": 0.0, ""passage_id"": ""2da54ce4-e4f2-4f2d-883a-6df23583f92e""}]",hybrid_rrf+reranker
ITB-RAG-0028,ما المذكور عن الدعم الفني لمدة 3 سنوات في المشاريع؟,"[""fd9de67d-7e3a-4258-a8a6-d957782b7cda""]",[26],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 19, ""final_score"": 0.0165, ""passage_id"": ""92419f25-0fdd-4655-b7b6-3b7ad3437a82""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 21, ""final_score"": 0.0105, ""passage_id"": ""2fea94b5-38fa-4f5f-bd2d-ec0950d511b0""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 8, ""final_score"": 0.0016, ""passage_id"": ""306b5259-4c25-4347-9a28-998aa85844a5""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 21, ""final_score"": 0.0014, ""passage_id"": ""b20dea1b-ffb8-499b-821a-4f67c2cf547d""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 23, ""final_score"": 0.0008, ""passage_id"": ""ac39a25c-0c29-4cb3-b800-6a57307ea2ef""}]",hybrid_rrf+reranker
ITB-RAG-0029,ما الحلول المذكورة تحت التحول الرقمي؟,"[""84d2d0b1-c42a-4163-89c9-01d0b5092831""]",[15],"[{""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 13, ""final_score"": 0.0015, ""passage_id"": ""6eefdae3-25d1-4e59-ab79-e987e63918bb""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 7, ""final_score"": 0.0007, ""passage_id"": ""8e32f89a-5610-48a3-8d8c-d0549bba2d4f""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 2, ""final_score"": 0.0002, ""passage_id"": ""042993b7-95bc-4542-b84e-060e943eac7e""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 16, ""final_score"": 0.0001, ""passage_id"": ""2fad4540-4654-4c5f-b197-927332f35699""}, {""document_id"": ""fd9de67d-7e3a-4258-a8a6-d957782b7cda"", ""page_from"": 20, ""final_score"": 0.0001, ""passage_id"": ""96d4a6a2-a675-4133-8a85-eddf2ad9b552""}]",hybrid_rrf+reranker
